Created on 03-09-2018,http://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-02-28 01-PM,BCHUSD,1204.8,1209.13,1196.68,1206.71,31.41,37724.38
2018-02-28 12-PM,BCHUSD,1213.14,1221.95,1199.94,1204.8,27.24,32814.36
2018-02-28 11-AM,BCHUSD,1217.8,1227.88,1213.14,1213.14,47.71,58238.46
2018-02-28 10-AM,BCHUSD,1218.72,1225.6,1212.37,1217.8,15.08,18378.77
2018-02-28 09-AM,BCHUSD,1204.86,1218.72,1200,1218.72,106.96,129221.75
2018-02-28 08-AM,BCHUSD,1240.02,1246.45,1204.86,1204.86,78.21,95782.6
2018-02-28 07-AM,BCHUSD,1245.65,1248,1231,1240.02,52.93,65583.22
2018-02-28 06-AM,BCHUSD,1258.88,1272.82,1240,1245.65,45.87,57848.21
2018-02-28 05-AM,BCHUSD,1263.12,1263.12,1252.62,1258.88,3.12,3928.07
2018-02-28 04-AM,BCHUSD,1262.87,1274.98,1260.21,1263.12,32.69,41409.21
2018-02-28 03-AM,BCHUSD,1244.88,1276.81,1241.91,1262.87,200.89,254525.29
2018-02-28 02-AM,BCHUSD,1245.79,1253.99,1241.17,1244.88,32.2,40253.66
2018-02-28 01-AM,BCHUSD,1238.07,1247.39,1236.96,1245.79,25.35,31564.41
2018-02-28 12-AM,BCHUSD,1232.53,1242.48,1231.25,1238.07,7.32,9065.68
2018-02-27 11-PM,BCHUSD,1248.19,1253,1232.53,1232.53,14.07,17448.54
2018-02-27 10-PM,BCHUSD,1249,1252.66,1245.6,1248.19,23.13,28872.37
2018-02-27 09-PM,BCHUSD,1243.86,1249,1240.51,1249,15.34,19099.86
2018-02-27 08-PM,BCHUSD,1243.69,1249.19,1236.42,1243.86,29.44,36536.37
2018-02-27 07-PM,BCHUSD,1232,1247.82,1232,1243.69,21.28,26499.06
2018-02-27 06-PM,BCHUSD,1232,1239,1232,1232,8.95,11046.58
2018-02-27 05-PM,BCHUSD,1241.55,1245,1232,1232,349.78,434488.4
2018-02-27 04-PM,BCHUSD,1240,1245,1235.29,1241.55,20.73,25760.98
2018-02-27 03-PM,BCHUSD,1255,1255,1226.52,1240,94.95,117308.1
2018-02-27 02-PM,BCHUSD,1283.64,1288.74,1246.77,1255,94.37,119399.21
2018-02-27 01-PM,BCHUSD,1272.41,1290.07,1269.98,1283.64,48.6,62239.46
2018-02-27 12-PM,BCHUSD,1274.86,1280,1265.89,1272.41,34.03,43350.18
2018-02-27 11-AM,BCHUSD,1267.29,1278,1263.08,1274.86,132.22,167660.08
2018-02-27 10-AM,BCHUSD,1287.82,1287.82,1262,1267.29,59.71,75942.37
2018-02-27 09-AM,BCHUSD,1288,1295.75,1282.75,1287.82,61.17,78786.63
2018-02-27 08-AM,BCHUSD,1280.05,1292,1280.05,1288,199.97,257757.5
2018-02-27 07-AM,BCHUSD,1245,1284.4,1245,1280.05,66.12,83607.51
2018-02-27 06-AM,BCHUSD,1247,1251.87,1241,1245,12.93,16105.67
2018-02-27 05-AM,BCHUSD,1237.59,1252.37,1230,1247,26.07,32444.58
2018-02-27 04-AM,BCHUSD,1233.8,1241,1231.31,1237.59,38.96,48259.72
2018-02-27 03-AM,BCHUSD,1227.07,1239.18,1218.28,1233.8,42.53,52496.51
2018-02-27 02-AM,BCHUSD,1228.07,1233.26,1216.69,1227.07,50.02,61454.83
2018-02-27 01-AM,BCHUSD,1257.13,1259.13,1225.56,1228.07,37.64,46793.03
2018-02-27 12-AM,BCHUSD,1242.88,1259.52,1239.18,1257.13,44.27,55511.04
2018-02-26 11-PM,BCHUSD,1250.31,1254,1235.09,1242.88,44.56,55114.11
2018-02-26 10-PM,BCHUSD,1255.59,1255.59,1242.85,1250.31,33.45,41727.7
2018-02-26 09-PM,BCHUSD,1241,1262.66,1237.98,1255.59,37.45,46959.02
2018-02-26 08-PM,BCHUSD,1238.28,1241,1229.82,1241,32.99,40877.06
2018-02-26 07-PM,BCHUSD,1242,1246.02,1237,1238.28,25.8,32026.91
2018-02-26 06-PM,BCHUSD,1237,1245.73,1237,1242,36.37,45041.75
