Created on 03-09-2018,http://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-03-01 02-AM,ETHUSD,857.9,859,851.89,853.89,591.69,505813.62
2018-03-01 01-AM,ETHUSD,857.05,857.9,851.85,857.9,491.58,419926.22
2018-03-01 12-AM,ETHUSD,850.16,857.38,845.81,857.05,550.03,467734.35
2018-02-28 11-PM,ETHUSD,856.73,858.67,848.46,850.16,1670.79,1428724.17
2018-02-28 10-PM,ETHUSD,864.14,865.97,856.28,856.73,218.13,187904.71
2018-02-28 09-PM,ETHUSD,871.75,873.41,863.41,864.14,511.36,443869.2
2018-02-28 08-PM,ETHUSD,868.96,873.42,868.96,871.75,376.91,328280.36
2018-02-28 07-PM,ETHUSD,865,869,865,868.96,294.11,255016.26
2018-02-28 06-PM,ETHUSD,867.87,870.35,863.16,865,512.82,444480.03
2018-02-28 05-PM,ETHUSD,861.85,870.06,861.85,867.87,547.86,475366.74
2018-02-28 04-PM,ETHUSD,866.22,868.94,861.45,861.85,157.35,136127.57
2018-02-28 03-PM,ETHUSD,866.69,872.5,866,866.22,962.95,835897.7
2018-02-28 02-PM,ETHUSD,864.39,870.96,863.02,866.69,348.44,301920.38
2018-02-28 01-PM,ETHUSD,858,867.04,856.47,864.39,410.36,354024.53
2018-02-28 12-PM,ETHUSD,863.89,866.51,854,858,1218.25,1047362.2
2018-02-28 11-AM,ETHUSD,862.83,869.89,861.31,863.89,570.42,493932.58
2018-02-28 10-AM,ETHUSD,864.49,868.94,861.06,862.83,350.39,302857.86
2018-02-28 09-AM,ETHUSD,862.03,869.97,859.64,864.49,950.74,821544.87
2018-02-28 08-AM,ETHUSD,872.22,876.2,860,862.03,1250.92,1086029.47
2018-02-28 07-AM,ETHUSD,876.18,877.88,870,872.22,792.19,691546.62
2018-02-28 06-AM,ETHUSD,884.02,888.51,871,876.18,1319.61,1161379.01
2018-02-28 05-AM,ETHUSD,882.96,887.22,880.77,884.02,252.62,223529.33
2018-02-28 04-AM,ETHUSD,884.95,887.31,880.58,882.96,777.68,687302.2
2018-02-28 03-AM,ETHUSD,879.99,889.85,879,884.95,833.01,737542.33
2018-02-28 02-AM,ETHUSD,881.89,884.99,877.29,879.99,781.65,689283.97
2018-02-28 01-AM,ETHUSD,878.03,884.56,875.5,881.89,415.45,365898.17
2018-02-28 12-AM,ETHUSD,870.32,878.03,870.32,878.03,177.07,154628.36
2018-02-27 11-PM,ETHUSD,875.2,879.53,870.25,870.32,475.43,415236.34
2018-02-27 10-PM,ETHUSD,881.28,882.66,874.7,875.2,415.56,364633.45
2018-02-27 09-PM,ETHUSD,875.91,882.36,875.91,881.28,691.57,608356.15
2018-02-27 08-PM,ETHUSD,876.51,881.57,875.11,875.91,358.11,314479.65
2018-02-27 07-PM,ETHUSD,873.9,879.18,873.67,876.51,860.6,753884.02
2018-02-27 06-PM,ETHUSD,869.1,873.9,867.43,873.9,205.77,179212.7
2018-02-27 05-PM,ETHUSD,873.95,873.95,867.41,869.1,311.63,271179.26
2018-02-27 04-PM,ETHUSD,871,875.96,867.53,873.95,966.68,841248.65
2018-02-27 03-PM,ETHUSD,878.33,880.39,866,871,952.48,831624.18
2018-02-27 02-PM,ETHUSD,888.9,888.9,875.01,878.33,789.09,694975.34
2018-02-27 01-PM,ETHUSD,881.04,889.41,880,888.9,818.53,724000.56
2018-02-27 12-PM,ETHUSD,885.17,886.48,881.01,881.04,285.43,252494.58
2018-02-27 11-AM,ETHUSD,879.14,886.62,875.74,885.17,641.79,566632.13
2018-02-27 10-AM,ETHUSD,891,891.65,876.32,879.14,693.73,613089.74
2018-02-27 09-AM,ETHUSD,892.32,894.41,888.07,891,782.38,696607.83
2018-02-27 08-AM,ETHUSD,891.33,896,888.67,892.32,1239.3,1106182.5
2018-02-27 07-AM,ETHUSD,877.04,891.47,876.14,891.33,1527.96,1351158.17
2018-02-27 06-AM,ETHUSD,875.81,878.47,873.99,877.04,427.7,374828.26
2018-02-27 05-AM,ETHUSD,871.85,877,868.95,875.81,369.34,322692.69
2018-02-27 04-AM,ETHUSD,869.3,874.63,869.3,871.85,248.57,216627.14
2018-02-27 03-AM,ETHUSD,861.83,871,861.83,869.3,161.07,139574.96
2018-02-27 02-AM,ETHUSD,865.85,867.24,861,861.83,245.84,212417.61
2018-02-27 01-AM,ETHUSD,873.6,874.01,861.21,865.85,192.2,166691.78
2018-02-27 12-AM,ETHUSD,868.4,874.25,866.06,873.6,401.23,349152.69
2018-02-26 11-PM,ETHUSD,868.58,870.16,865,868.4,502.23,435551.96
2018-02-26 10-PM,ETHUSD,866.72,872.01,863.83,868.58,142.13,123233.01
2018-02-26 09-PM,ETHUSD,865.29,874.78,862.2,866.72,870.33,756016.23
2018-02-26 08-PM,ETHUSD,864.05,865.29,857.02,865.29,495.65,426773.46
2018-02-26 07-PM,ETHUSD,864.57,866.49,860.54,864.05,162.59,140467.74
2018-02-26 06-PM,ETHUSD,868,872.95,859,864.57,265.3,229588.72
2018-02-26 05-PM,ETHUSD,865.22,870.82,859,868,546.11,471341.78
2018-02-26 04-PM,ETHUSD,872.8,876.27,861.23,865.22,1009.1,878370.32
2018-02-26 03-PM,ETHUSD,875.73,878.31,870,872.8,474.14,413914.57
2018-02-26 02-PM,ETHUSD,869.8,879,868.59,875.73,1120.98,981409.51
2018-02-26 01-PM,ETHUSD,867.57,880,866.61,869.8,2566.38,2240619.32
2018-02-26 12-PM,ETHUSD,857.58,867.69,855.72,867.57,843.04,724954.05
2018-02-26 11-AM,ETHUSD,859.47,863.97,857,857.58,1083.51,932212.52
2018-02-26 10-AM,ETHUSD,846.03,859.47,844.01,859.47,853.73,729930.23
2018-02-26 09-AM,ETHUSD,842.91,849.78,839.04,846.03,497.35,419938.67
2018-02-26 08-AM,ETHUSD,842.47,843,834.77,842.91,621.97,521984.66
